epoch,acc,loss,val_acc,val_loss
0,0.9076023389721475,0.22905075600621297,0.9714285714285714,0.14423712619713375
1,0.9198830410053855,0.19993381535100657,0.9428571428571428,0.1311683212007795
2,0.9216374270400108,0.19781734596567543,0.9714285714285714,0.16368384616715567
3,0.9248538009604516,0.19356654838860385,0.9428571428571428,0.1357917423759188
4,0.92865497089966,0.18795185394977268,0.9428571428571428,0.13617268673011235
5,0.9219298244916905,0.1958973694091652,0.9714285714285714,0.1261001259088516
6,0.9257309939429077,0.1904573016696506,0.9714285714285714,0.12663208203656331
7,0.9242690059873793,0.18854016998009374,0.9428571428571428,0.12566595205238887
8,0.9263157896131102,0.18297866891350661,0.9714285714285714,0.12356063382966177
9,0.9339181286549708,0.1764465046469231,0.9714285714285714,0.12333436139992306
10,0.9324561404903032,0.17602171836889277,0.9714285714285714,0.1409338457243783
11,0.9359649123504148,0.17298079533883703,0.9428571428571428,0.128603258728981
12,0.9359649120715626,0.1715943447069118,0.9714285714285714,0.12176283725670406
13,0.9365497073932001,0.17028841097452488,0.9428571428571428,0.12440593242645263
14,0.9383040933581124,0.169590523577573,0.9714285714285714,0.121176820567676
15,0.9359649122807018,0.16886516732779164,0.9714285714285714,0.13637487207140242
16,0.9359649122807018,0.16786796093335626,0.9714285714285714,0.13976149899618967
17,0.9365497077417653,0.16816824060260205,0.9714285714285714,0.12195011632783072
18,0.9409356723054808,0.16631219622335935,0.9714285714285714,0.12087318599224091
19,0.9391812864799945,0.16562372613371465,0.9714285714285714,0.1209682468857084
20,0.9380116958367197,0.1645989018922661,0.9714285714285714,0.1200430018561227
21,0.9394736840013872,0.16526989745117768,0.9714285714285714,0.12026271564619882
22,0.9400584795321637,0.16445898554827038,0.9714285714285714,0.14043009451457433
23,0.9374269005150823,0.16484098148624798,0.9714285714285714,0.12129461211817605
24,0.9421052632276078,0.16272156468608923,0.9714285714285714,0.12246465640408652
25,0.9383040933581124,0.16266314908426407,0.9714285714285714,0.11848440574748176
26,0.9421052629487556,0.16203717829888328,0.9714285714285714,0.11761091904980796
27,0.9415204677665443,0.1619515781862694,0.9714285714285714,0.12249372984681811
28,0.9418128656365021,0.1612355682410692,0.9714285714285714,0.1171458695616041
29,0.9423976609581395,0.16092688246951467,0.9714285714285714,0.12207616014139992
30,0.9412280701754386,0.1614117428747534,0.9428571428571428,0.12943397121770042
31,0.9412280701057255,0.16157352075590725,0.9714285714285714,0.1176322762455259
32,0.9432748535920304,0.160388977311508,0.9714285714285714,0.11716045183794839
33,0.942982456279777,0.16040039921713153,0.9714285714285714,0.12157803220408303
34,0.9429824561403509,0.15993606265176807,0.9714285714285714,0.12190875027860915
35,0.9415204676271182,0.16023226465746673,0.9714285714285714,0.11734883487224579
36,0.9423976608884265,0.16001112576116594,0.9714285714285714,0.11745373266083854
37,0.9423976609581395,0.16014692457447274,0.9714285714285714,0.11811730308192117
38,0.9435672512528492,0.15944229270282545,0.9714285714285714,0.11656832971743175
39,0.9435672513922753,0.15984784741150707,0.9714285714285714,0.11741776764392853
40,0.9421052630881817,0.15930917951447224,0.9714285714285714,0.12101982533931732
41,0.9426900584795321,0.15972835441604694,0.9714285714285714,0.11835742124489375
42,0.9438596491228071,0.15921752644561188,0.9714285714285714,0.11858524254390172
43,0.9435672512528492,0.15924923954999934,0.9714285714285714,0.11776832555021559
44,0.942982456279777,0.15918052746364247,0.9714285714285714,0.11697795603956496
45,0.9421052632973208,0.15914177830107729,0.9714285714285714,0.11779928377696446
46,0.9453216375663267,0.1590458965789505,0.9714285714285714,0.11810575468199594
47,0.9429824560706378,0.15934948544753225,0.9714285714285714,0.11715327756745475
48,0.9441520467836257,0.1588954758922956,0.9714285714285714,0.11761501516614642
49,0.9432748539405956,0.15897006002085948,0.9714285714285714,0.11760588416031428
50,0.9441520467139127,0.15897310553935537,0.9714285714285714,0.1179724931716919
51,0.9438596491925201,0.15884979206916183,0.9714285714285714,0.11748644070965904
52,0.9435672512528492,0.15885093618206114,0.9714285714285714,0.1179158513035093
53,0.9441520467139127,0.1587952215072007,0.9714285714285714,0.117372379558427
