,partition,mcc,f1,sn,sp,acc,prec,tp,fp,tn,fn
0,1,0.6882919165861164,0.7659574468085106,0.972972972972973,0.7920792079207921,0.8405797101449275,0.631578947368421,36,21,80,1
1,2,0.598332440137529,0.7111111111111112,0.8648648648648649,0.7920792079207921,0.8115942028985508,0.6037735849056604,32,21,80,5
